username,date,comment,Sentiment Score,Sentiment
@clothokaftan,2023-07-12T22:09:35Z,im not even going to play 5 seconds of this video to know the next global superpower is india.,0.34,Positive
@ryan_onlyy,2023-07-12T22:06:34Z,"Most people believe they are powerless to stop these huge tech conglomerates, and in large part that's true; but we do still have power over them. They operate on the assumption that all their users/customers will continue to use and rely on their services/products. If we collectively decide that we no longer value their services/products and discontinue using them, they are powerless to stop us. FIGHT WITH YOUR WALLETS! FIGHT WITH YOUR DATA! STOP BANKROLLING INSTITUTIONS THAT NO LONGER SERVE THEIR INTENDED PURPOSE!",-0.9791,Negative
@EasyMerchMoney,2023-07-12T21:20:32Z,At the end which group of people is ready to die for their believe will become super power.,0.3612,Positive
@cue1806,2023-07-12T20:48:14Z,Its going to be Israel along with false Messiah Dajjal,0.0,Neutral
@DylanMackenzie-k8w,2023-07-12T20:33:52Z,Intelligent individuals,0.4588,Positive
@bornaseifzadeh9343,2023-07-12T20:26:36Z,wtf is this guy talking abt 😂,-0.5859,Negative
@vigneshkumarthanuku9807,2023-07-12T20:01:13Z,Climate change and its consequences on world is next superpower.,0.0,Neutral
@rukmaniv-hd1mx,2023-07-12T18:41:44Z,Japan1america2,0.0,Neutral
@rukmaniv-hd1mx,2023-07-12T18:32:14Z,Americaonly,0.0,Neutral
@nikhileshadiyala,2023-07-12T18:17:52Z,An algorithm recommended me this!,0.2714,Positive
@johnstephens6809,2023-07-12T18:06:15Z,"What rubbish..China has already control the world's economy. Everything from tech, raw materials. This is a biase sentiments to support USA..",0.4019,Positive
@irmansyahfii1228,2023-07-12T18:03:30Z,power destroys everything,-0.5574,Negative
@Dexter-11,2023-07-12T17:40:18Z,Best speech,0.6369,Positive
@plzzz,2023-07-12T17:16:17Z,"A droplet in the vast ocean of videos. Nothing will change or even pause. Technology will progress. Most people with half a brain is already using these 'techonologies' for their livelyhood and source of income. NFT, crypto, ads rev, youtube, tiktok, and it's progressing so fast. We can only hope that these tech giants will do no evil. But they're likely to turn into something like Tyrell Corperation from Blade Runner.",0.4215,Positive
@manojbharadwaj8930,2023-07-12T17:05:16Z,ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ ❤,0.0,Neutral
@nothing80400,2023-07-12T16:02:58Z,"not very precise, some people for more info.,",0.0,Neutral
@zabadackakaHansCoche,2023-07-12T15:16:09Z,"The US can't live without being the world power, it finances them. The situation is changing.
We have leaders, just not in the west.
Lets not call it the Russian invasion of Ukraine, its a misnomer, let call it the Wests attempt to overthrow Russia.",0.0,Neutral
@ansonang7810,2023-07-12T15:09:04Z,"EU is also powerful, the Soviet wasnt a real superpower they were powerful but don't have that much influence and control as America and Europe has both power and economic. China isn't also a superpower as it cannot exert influence and power over other countries. even if China is 3x has more  than USA. in old times China was 3x Richer that UK but UK was the superpower.",0.8126,Positive
@saugatkhadka5478,2023-07-12T14:57:56Z,❤️🇳🇵,0.0,Neutral
@harleystevensson,2023-07-12T14:54:13Z,Jhonny menomic 2 coming soon,0.0,Neutral
@amarlalsina1271,2023-07-12T14:41:35Z,India is the most superpower contry❤,0.0,Neutral
@ANINDYA-001,2023-07-12T14:33:42Z,"I mean we all know who started probably every single Proxy War in the world and Nuked 2 times in the name of "" PEACE""",0.0857,Positive
@sbz2723,2023-07-12T13:40:21Z,Misleading title tbh,-0.4019,Negative
@roryduff2252,2023-07-12T12:56:28Z,This guy is so misled and wrong. The US has no defence against Russian hypersonic missiles - game over - All US Aircraft carriers gone in 6 mins.,-0.6326,Negative
@Joe_lawexy,2023-07-12T12:13:49Z,Can someone remain next time that Ted talk is just bullshit not more that the obvious stories that we already know.,-0.5859,Negative
@TerryWard-i2r,2023-07-12T10:26:39Z,what a load of bollocs,0.0,Neutral
@sherwinbangs,2023-07-12T10:26:35Z,Can you speak politics on TED? :0,0.0,Neutral
@BlackdogAU01,2023-07-12T10:26:32Z,Its soon to be me. Lol,0.4215,Positive
@tonitelaoag,2023-07-12T08:26:31Z,"200k russians dead, where did you get it from cnn you must be mistaken",-0.7783,Negative
@Mullet-ZubazPants,2023-07-12T07:29:48Z,"Bremmer was named a Young Global Leader of the World Economic Forum. His company, Eurasia Group, is deep into the ESG nonsense too ... in this TEDTalk he mentions the coming digital order, but fails to mention CBDC's ... hmm. It's almost as if he purposefully avoided the topic, I wonder why",-0.8248,Negative
@oh0stv,2023-07-12T07:00:34Z,"So just 2 min in, and the nonsense this guy is talking is just going through the roof. 
No, ""ameRiCa diD  NOT eXpeteD cHina to BeCome aMercIAns"" ..... look at Taiwan. They became a proper democracy, and are still Chinese. Why is it the USs fault, that china developed to a mass surveillance, genocide inducing dictatorship? 
And Russia? Why would anybody not consider  ""Russia not integrated into western institutions""? They had any chance to be a part of globalization. They might not be a part of NATO, but in the end, even that is their fault. A close partnership was considered, and if they wouldn't have just continued to bully and invade their former colonies, they might have had a shot to become a NATO state. 

So just because some dude makes a Ted talk, those not mean, that he is right.",-0.904,Negative
@robmiller1808,2023-07-12T06:18:47Z,"He says the tech companies are ""driving hate and misinformation and ripping apart our society"".  That's the description the self-righteous Left use for anyone who doesn't agree with them.",-0.797,Negative
@lasulupaulasulu2781,2023-07-12T05:58:22Z,Not fair when u explain Russian that mean u talk is bias and rubbish…u like clown waste everyone time,-0.3944,Negative
@OttomanDog,2023-07-12T05:41:25Z,Greece should be the no1 in all Europe because it invented Europe. We are the most fanatic Americans we know all Kelly Bandy quotes and I mourn for Dylan - Beverly Hills,-0.4215,Negative
@infernosfmatt,2023-07-12T03:17:05Z,"The problem with tech companies is they get controlled by governments and other parties who want to control the information / narrative. Just look at the the gov propaganda, lies and disinformation they spread with the sole goal of removing the truth. Just look at the ukraine war, covid, the clintons, biden family, jfk, the moon landing, pharmaceuticals - you name it. its all lies we are told. The people need to decide what information they want. We the people should be able have the gov narratives silenced. period.",-0.8225,Negative
@HarjotSingh-rx1pt,2023-07-12T02:29:53Z,"Mans really called them ""trucker riots"" like gtfo",-0.2023,Negative
@earthwizz,2023-07-12T01:41:34Z,"A perfect example of education and intelligence being not remotely synonymous. Education may help make western propaganda sound reasonable but doesn't stop it being BS. Academics are also adept at making simple things complicated, something only they can explain, otherwise they're out of a job. 
This is profoundly simple.
The progress of human civilisation is marked by the rise and fall of militarily expansionist empires and, apart from defeat by other empires, their fall was mainly due to the massive and unsustainable cost of that military expansionism. Inevitably this resulted in the 20th century in a single globally dominant empire but, like all previous empires, only briefly. The effects on their domestic economy of their reckless military spending are already devastating; a failing economy, a shrinking middle class, a rapidly growing pool of working poor and homeless and crumbling infrastructure. Ever wondered why your income hasn't been improving for a long time? With inflation a lack of improvement means you're going backwards. The imminent loss of the global dominance of the dollar and its ability to manipulate and blackmail the rest of the world is likely to bring the whole house of cards down. The US has, by far, the most indebted economy the world has ever seen propped up only by its military and economic dominance, both of which are rapidly disappearing. The debts are starting to be called in, note how many countries are selling off their US treasuries.
With any luck this spells the end  of our species military expansionist empires phase because a multi-polar system can't employ military expansionism. Key figures in a multi-polar world will be, amongst others, Russia and China and guess how many overseas military bases they have. About 5 between them. How many do the USA have? 
About 800!!!
We claim the high ground of being on the side of freedom and democracy but let's remember what that actually means. Democracy; government of the people by the people, for the people. Has anybody not noticed the truly massive corporate influence on our governments? It's orders of magnitude more than any amount of votes. What we have, and have always had, is government of the people by the money, for the money and when foreign policy is run by the military/industrial complex war is inevitable. 
Freedom; ask Julian Assange about that. Let's remember what his sin was; publishing absolute proof of US WAR CRIMES.
The banner of freedom and the war cry of democracy are the skull and crossbones of a pirate regime.

Peace is an existential essential for our species.",-0.8954,Negative
